First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
Louis BILLIOQUE	BILLIOQUE	Louis	M	Société Photographique d'Arcachon	  PRÉSID. DE S. P. D'ARCACHON. Villa Durandal, Arcachon (Gironde).	 Villa Durandal, Arcachon (Gironde).	France	 	Arcachon	44.658611111111,-1.1688888888889	44.658611111111	-1.1688888888889	 	 Villa Durandal				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44	La Pinasse.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Louis BILLIOQUE	BILLIOQUE	Louis	M	Société Photographique d'Arcachon	  PRÉSID. DE S. P. D'ARCACHON. Villa Durandal, Arcachon (Gironde).	 Villa Durandal, Arcachon (Gironde).	France	 	Arcachon	44.658611111111,-1.1688888888889	44.658611111111	-1.1688888888889	 	 Villa Durandal				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	45	La Plage d'Arcachon.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Louise BINDER MESTRO 	BINDER MESTRO 	Madame Louise	F	Photo-Club de Paris	  P. C. P. 7, rue d'Artois, Paris.	   7, rue d'Artois, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	rue d'Artois	48.8729,2.30782	48.8729	2.30782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	Les Deux Sœurs.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Louise BINDER MESTRO 	BINDER MESTRO 	Madame Louise	F	Photo-Club de Paris	  P. C. P. 7, rue d'Artois, Paris.	   7, rue d'Artois, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	rue d'Artois	48.8729,2.30782	48.8729	2.30782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	Madone.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Louise BINDER MESTRO 	BINDER MESTRO 	Madame Louise	F	Photo-Club de Paris	  P. C. P. 7, rue d'Artois, Paris.	   7, rue d'Artois, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	rue d'Artois	48.8729,2.30782	48.8729	2.30782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	48	Lecture.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Louise BINDER MESTRO 	BINDER MESTRO 	Madame Louise	F	Photo-Club de Paris	  P. C. P. 7, rue d'Artois, Paris.	   7, rue d'Artois, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	rue d'Artois	48.8729,2.30782	48.8729	2.30782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	49	Prière.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Madame Louise BINDER MESTRO 	BINDER MESTRO 	Madame Louise	F	Photo-Club de Paris	  P. C. P. 7, rue d'Artois, Paris.	   7, rue d'Artois, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	rue d'Artois	48.8729,2.30782	48.8729	2.30782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	Profil.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
W.-R. BLAND 	BLAND 	W.-R.		 	  Duffield, Derby (Angleterre).	  Duffield, Derby (Angleterre).	England	 	Duffield	52.9891,-1.4889	52.9891	-1.4889	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	51	Le Pic de Derbyshire. Paysage.	Pl. Dm.		Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Nicolas de BOBIR 	BOBIR 	Nicolas de	M	Société Daguerre	  SOC. DAGUERRE. 21-1, rue Triochsviatitelskaj Kiew (Russie).	21-1, rue Triochsviatitelskaj Kiew (Russie).	Ukraine	 	Kyiv	50.45,30.523611111111	50.45	30.523611111111	21-1	 rue Triochsviatitelskaj				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	52	Coucher de Soleil.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Edmond BOCA 	BOCA 	Edmond	M	Société Caennaise de Photographie	  SOC. CAENNAISE PH. Le Belvédère, Caen (Calvados).	Le Belvédère, Caen (Calvados).	France	 	Caen	49.182222222222,-0.37055555555556	49.182222222222	-0.37055555555556	 	Le Belvédère				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	53	Les Oies. A. Br.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Evelyn BODEN 	BODEN 	Evelyn	F	 	  The Friary, Derby (Angleterre).	  The Friary, Derby (Angleterre).	England	 	Derby	52.916666666667,-1.4666666666667	52.916666666667	-1.4666666666667	 	  The Friary				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	Madame Gisborne et ses enfants.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Evelyn BODEN 	BODEN 	Evelyn	F	 	  The Friary, Derby (Angleterre).	  The Friary, Derby (Angleterre).	England	 	Derby	52.916666666667,-1.4666666666667	52.916666666667	-1.4666666666667	 	  The Friary				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	55	La Répétition.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Evelyn BODEN 	BODEN 	Evelyn	F	 	  The Friary, Derby (Angleterre).	  The Friary, Derby (Angleterre).	England	 	Derby	52.916666666667,-1.4666666666667	52.916666666667	-1.4666666666667	 	  The Friary				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	56	“ Flouted ”.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
BOEL	BOEL			 	 Bruxelles.	 Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	57	Les Foins.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Frédéric BOISSONNAS 	BOISSONNAS 	Frédéric	M	 	  Quai de la Poste, Genève.	  Quai de la Poste, Genève.	Switzerland	 	Geneva	46.2,6.15	46.2	6.15	 	  Quai de la Poste				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	58	Portrait de M. Janssen.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Henriette BOIVIN 	BOIVIN 	Mme Henriette	F	 	 64, rue de Lisbonne, Paris.	 64, rue de Lisbonne, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59	Faneuses.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Henriette BOIVIN 	BOIVIN 	Mme Henriette	F	 	 64, rue de Lisbonne, Paris.	 64, rue de Lisbonne, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	60	La Rabette.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Henriette BOIVIN 	BOIVIN 	Mme Henriette	F	 	 64, rue de Lisbonne, Paris.	 64, rue de Lisbonne, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	61	Forêt de Rambouillet.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G. BOSSU 	BOSSU 	G.		 	 10, rue Madame, Paris.	 10, rue Madame, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue Madame	48.8479,2.3317	48.8479	2.3317	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	62	Contre-jour sous bois.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Paul BOURGEOIS 	BOURGEOIS 	Paul	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 80, boulevard Malesherbes, Paris.	 80, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	80	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	63	Effet de soir, Inverness.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Paul BOURGEOIS 	BOURGEOIS 	Paul	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 80, boulevard Malesherbes, Paris.	 80, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	80	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	64	La Rade d'Oban. Écosse.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Augustin BOUTIQUE 	BOUTIQUE 	Augustin	M	Société Photographique du Nord de la France	  SOC. DU NORD DE LA FRANCE. 24, rue Saint- Thomas, Douai (Nord).	24, rue Saint- Thomas, Douai (Nord).	France	 	Douai	50.370833333333,3.0791666666667	50.370833333333	3.0791666666667	24	 rue Saint- Thomas				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	65	Départ du Troupeau.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Georges BOUY 	BOUY 	Georges	M	 	 3, rue des Œillets, Bruxelles.	 3, rue des Œillets, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	3	Rue des Œillets - Anjelierenstraat	50.852107,4.35708	50.852107	4.35708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	66	Brouillard en Condraz.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Jules BOUY 	BOUY 	Jules	M	Cercle L'Effort	  C. EFF. 10, rue Charles, Bruxelles.	   10, rue Charles, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	10	 rue Charles				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	67	Aumatin.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léon BOVIER 	BOVIER 	Léon	M	Cercle L'Effort	  C. EFF. 38, rue des Visitandines, Bruxelles.	   38, rue des Visitandines, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	38	Rue des Visitandines - Visitandinenstraat	50.840372,4.348845	50.840372	4.348845	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	68	Avant le Salut.	G. B.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léon BOVIER 	BOVIER 	Léon	M	Cercle L'Effort	  C. EFF. 38, rue des Visitandines, Bruxelles.	   38, rue des Visitandines, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	38	Rue des Visitandines - Visitandinenstraat	50.840372,4.348845	50.840372	4.348845	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	69	Joli Mai.	G. B.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léon BOVIER 	BOVIER 	Léon	M	Cercle L'Effort	  C. EFF. 38, rue des Visitandines, Bruxelles.	   38, rue des Visitandines, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	38	Rue des Visitandines - Visitandinenstraat	50.840372,4.348845	50.840372	4.348845	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	70	Éveil de Printemps.	G. B.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Léon BOVIER 	BOVIER 	Léon	M	Cercle L'Effort	  C. EFF. 38, rue des Visitandines, Bruxelles.	   38, rue des Visitandines, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	38	Rue des Visitandines - Visitandinenstraat	50.840372,4.348845	50.840372	4.348845	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	71	Un Soir de Juin.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E.-L. BROWN 	BROWN 	E.-L.		 	 6, South, Clerk Street, Edimbourg (Écosse).	 6, South, Clerk Street, Edimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	6	 South Clerk Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	72	Dans le Bois.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E.-L. BROWN 	BROWN 	E.-L.		 	 6, South, Clerk Street, Edimbourg (Écosse).	 6, South, Clerk Street, Edimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	6	 South Clerk Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	73	A l'Ombre.	Pl. S.		Papier au platine, papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E.-L. BROWN 	BROWN 	E.-L.		 	 6, South, Clerk Street, Edimbourg (Écosse).	 6, South, Clerk Street, Edimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	6	 South Clerk Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	74	Reviendra-t-il.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Antoinette BUCQUET 	BUCQUET 	Mlle Antoinette	F	Photo-Club de Paris	  P. C. P. 12, rue Paul-Baudry, Paris.	   12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	Sur le Chemin.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mlle Antoinette BUCQUET 	BUCQUET 	Mlle Antoinette	F	Photo-Club de Paris	  P. C. P. 12, rue Paul-Baudry, Paris.	   12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	76	L’Amstel.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice BUCQUET 	BUCQUET 	Maurice	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Linked Ring / Société Versaillaise de Photogaphie / Société Française de Photographie	  P. C. P. - S. A. E. - S. F. P. - L. R. - S. V. P. 12, rue Paul-Baudry, Paris.	12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	77	Dans la Cité. Carcassonne.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice BUCQUET 	BUCQUET 	Maurice	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Linked Ring / Société Versaillaise de Photogaphie / Société Française de Photographie	  P. C. P. - S. A. E. - S. F. P. - L. R. - S. V. P. 12, rue Paul-Baudry, Paris.	12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	78	Moisson en Savoie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice BUCQUET 	BUCQUET 	Maurice	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Linked Ring / Société Versaillaise de Photogaphie / Société Française de Photographie	  P. C. P. - S. A. E. - S. F. P. - L. R. - S. V. P. 12, rue Paul-Baudry, Paris.	12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	79	Portrait de M. P. Blanchard.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice BUCQUET 	BUCQUET 	Maurice	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Linked Ring / Société Versaillaise de Photogaphie / Société Française de Photographie	  P. C. P. - S. A. E. - S. F. P. - L. R. - S. V. P. 12, rue Paul-Baudry, Paris.	12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	80	Brume du Matin.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice BUCQUET 	BUCQUET 	Maurice	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Linked Ring / Société Versaillaise de Photogaphie / Société Française de Photographie	  P. C. P. - S. A. E. - S. F. P. - L. R. - S. V. P. 12, rue Paul-Baudry, Paris.	12, rue Paul-Baudry, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue Paul-Baudry	48.8722,2.30696	48.8722	2.30696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	81	Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte de BUFFIÈRES 	BUFFIÈRES 	Comte de	M	Photo-Club de Paris	  P. C. P. 29, rue de Bassano, Paris.	   29, rue de Bassano, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	29	rue de Bassano	48.8703,2.29886	48.8703	2.29886	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	82	Le Pont d'Ainay, à Lyon.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Carine CADBY 	CADBY 	Mme Carine	F	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	83	Pavots.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Carine CADBY 	CADBY 	Mme Carine	F	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	84	Une Silhouette.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme Carine CADBY 	CADBY 	Mme Carine	F	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	85	Nasturtiums.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
William A. CADBY 	CADBY 	William A.	M	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	86	Cour de Ferme.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
William A. CADBY 	CADBY 	William A.	M	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	87	Le Bois.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
William A. CADBY 	CADBY 	William A.	M	Linked Ring	  L. R. Platt Boro Green, Kent (Angleterre).	   Platt Boro Green, Kent (Angleterre).	England	 	Borough Green	51.2913,0.3062	51.2913	0.3062	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	88	Étude de tête.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Victor CAMUS 	CAMUS 	Victor	M	Photo-Club de Paris	  P. C. P. Morlaix (Finistère).	   Morlaix (Finistère).	France	 	Morlaix	48.5775,-3.8277777777778	48.5775	-3.8277777777778	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	89	Les Bords du Goyen-Pont-Croix.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
